review,sentiment
the doctor took great care in explaining my pets treatment options,positive
i was very impressed by the level of care and attention to detail given by their staff and doctors,positive
the clinic staff is always welcoming and very helpful whenever i visit,positive
madumi ang sahig,negative
i am really grateful everything went smoothly from start to finish and my pet is now feeling better,positive
mabilis at tapat ang kanilang serbisyong inaalok,positive
the entire staff is friendly knowledgeable and genuinely loves animals,positive
the staff could benefit from more focus as they were chatting behind the counter while i was waiting to be served,neutral
the doctors and staff were kind patient and very professional throughout my visit,positive
i am very satisfied with the level of service provided by the clinic,positive
the clinic offers fantastic care with skilled staff and a welcoming environment,positive
their team is extremely professional and truly cares for your pets,positive
the doctor and staff are always attentive and ensure the best care for pets,positive
the pricing for diagnostic tests is absurdly expensive,negative
lagi kang makakakuha ng iskedyul,neutral
malinis at propesyonal ang lugar,neutral
the care at this clinic is outstanding and everyone is so helpful,positive
excellent service from a professional team of doctors and staff,positive
their staff is so kind and truly cares about the well being of animals,positive
this was a $66 office charge which was followed by an additional $65 for NexGard,neutral
salamat sa pagaalaga,neutral
the clinic’s service is amazing and the staff makes you feel at ease,positive
wonderful staff who are knowledgeable and really care about their clients,positive
nakakainis ang sobrang haba na paghihintay,negative
there were flies buzzing around the clinic which is unsanitary,negative
a caring and friendly office,neutral
napakabaho ang amoy sa loob,negative
napakaayos mabilis at husay ng kanilang sistema,positive
i highly recommend this clinic the staff is very accommodating and skilled,positive
great clinic with an amazing team of skilled and caring professionals,positive
the doctors are highly skilled and caring towards every animal,positive
the service was fast and efficient with great attention to detail,positive
they took good care of our furbaby,neutral
the staff made sure to answer all my questions with respect and care,positive
the facility is clean and well organized with a welcoming atmosphere,positive
i feel confident with the care my pet receives at this clinic,positive
everyone here is very friendly and they always go the extra mile,positive
their team is very professional and makes sure to treat your pets well,positive
their doctor is very considerate and welcoming,positive
so far so good everyone was really doing a great job,positive
ang hirap kumuha ng appointment,negative
ocvh is really a great clinic,positive
their service is really great,positive
i am grateful to the skilled and attentive staffs,positive
friendly and very skilled staff,positive
they always prioritize the health of our pet,neutral
their staffs are very gentle and reassuring,positive
very gentle and reassuring staffs,positive
everyone at the facility was super nice and caring,positive
the staff is very professional friendly and caring,positive
the doctors and support staff are competent,neutral
ang doktor ay nagkamali sa pag diagnose sa aking alaga,negative
the staff is very detailed and kind,positive
napakagaling mag paliwanag ng kanilang doktor,positive
the doctor is very dependable and exceptional,positive
dependable and exeptional doctor,positive
their doctor is exceptional,positive
she answered all of our questions about his diet,neutral
maayos ang mga beterinaryo,neutral
hindi madali makuha ang confirmation ng appointment kapag nag book online,neutral
their doctor is dependable,positive
their doctor is thorough,positive
hindi napapanatili ang kalinisan sobrang kalat,negative
the care that Peanut received met expectations,neutral
their doctor is really experienced,positive
their staff is very dependable,positive
this center was not equipped to deal with emergency situations which looks bad,negative
tinanggap nila ang lahat,neutral
they treated my kitty horribly,negative
the website experienced issues while I was trying to book an appointment,neutral
their place looks really pristine,positive
napakabango ng kanilang lugar,positive
their place is really hygienic and tidy,positive
the scheduled appointments are usually on time,neutral
the doctor is proactive,positive
the doctor is reliable,positive
the bathroom was filthy and smelled terrible,negative
the staff and physicians are accommodating and caring,positive
parang walang alam ang doktor,negative
their pricing is really worth it,positive
the staff did not sanitize the tools before using them on my pet and that is so unhygienic,negative
their prices are competitive,positive
they are really transparent about the costs,positive
their prices are so budget friendly,positive
their prices are really advantageous,positive
low cost clinic which is really great,positive
their pricing is really fair,positive
tila hindi magaan ang pakikitungo ng makakausap sa loob,neutral
fair pricing,positive
their prices are really economical,positive
economical prices,positive
napaka patas ng kanilang mga presyo,positive
well priced clinic,positive
i do not want that doctor to be the doctor of my pet,negative
extremely affordable prices,positive
hindi ko sila mapagkakatiwalaan sa pagaalaga,negative
the water bowl provided for pets was dirty and had algae buildup,negative
maaaring mataas ang gastos ngunit ang mga serbisyo ng pangangalaga ay naaayon sa halaga,neutral
their clinic is orderly and germ free,positive
their clinic is germ free,positive
germ free clinic,positive
thank you to the kind people,neutral
their clinic really smells good,positive
their clinic looks really fresh,positive
napaka aliwalas ng kanilang lugar,positive
there is a clear focus on the health of the pet,neutral
their clinis is in pristine condition,positive
their clinic is really clean,positive
very clean environment,positive
napaka malinis at napaka maayos ng kanilang lugar,positive
magiliw na staff,neutral
their clinic is very sanitary,positive
lagi nilang nililinis ang kanilang kagamitan kaya masasabing malinis talaga,positive
walang kwenta ang tao na makakausap,negative
very sterile and tidy equipments,positive
they make sure that the equipments are always disinfected which is good,positive
they are very hygienic,positive
the clinic staff seemed unorganized and lost my appointment booking,negative
it is ridiculous as the clinic does not honor its advertised discounts or promotions,negative
very organized clinic,positive
you have to wait for a long time despite having a schedule,negative
so germ free clinic,positive
they are very sanitary,positive
i like how they sanitized everything,positive
ang mga tauhan ay maayos at maingat sa pagbibigay ng pangangalaga,neutral
pinapanatili nilang malinis ang kanilang kapaligiran,positive
ang kanilang pagpresyo ay mura,positive
everyone at the facility makes sure that everything is well maintained,positive
pinapahalagahan ko ang staff para sa kanilang maayos na pag aalaga,neutral
very skilled doctor,positive
very skilled staffs,positive
tila kulang sa kaalaman ang doktor,neutral
gentle doctors and staffs,positive
the experience was satisfactory,neutral
satisfactory service,neutral
well justified prices,positive
very affordable prices,positive
they provide a very efficient service,positive
they showed concern for my dog and even followed up a few days later to check on them,neutral
they provide a very reliable service,positive
reliable staff,positive
the system does not allow modifications to an appointment after it has been scheduled,neutral
tumutulong na staff,neutral
ang mga tao sa ocvh sa lakewood ay tumutulong,neutral
they are very supportive and caring,positive
supportive doctors,positive
caring doctors,positive
laging sumusuporta sayo ang kanilang doktor,positive
my kitten was better 24 hours after the visit.,neutral
warm and loving doctors,positive
mapagmahal na mga doctor sa iyong alaga,positive
attentive doctor,positive
prompt doctor,positive
friendly doctor,positive
courteous doctor,positive
clean environment,neutral
hindi vina value ng clinic ang iyong oras,negative
accommodating doctor,positive
the doctor spent time with my dog,neutral
i had to wait for hours for our turn,neutral
maayos ang staff,neutral
this clinic is very expensive,negative
reliable doctor,positive
efficient doctor,positive
hindi ko nagustuhan ang customer service dahil nakakainis ang mga tauhan,negative
hindi matulungin ang mga tauhan sa pag book,negative
may kakayahan ang staff,neutral
may kahirapan kausap,neutral
approachable doctor,positive
proactive doctor,positive
medyo mataas ang presyo,neutral
napaka maagap ng mga tauhan,positive
warm doctor,positive
reliable and supportive doctor,positive
very reasonable pricing,positive
tapat na pag-aalaga ng staff,neutral
so affordable prices,positive
average doctors,neutral
ang taas ng singil kahit hindi sulit,negative
waiting for hours to see the vet is not reasonable please fix this,negative
very competetive pricing,positive
their pricing is very fair,positive
very budget friendly prices,positive
i would consider recommending this clinic,neutral
so value for money pricing,positive
very transparent pricing,positive
very economical pricing,positive
staff addresses requests in a timely manner,neutral
medyo may kataasan ang presyo,neutral
very cost effective pricing,positive
the staff are laughing and chatting loudly while ignoring customers which is rude,negative
very justified pricing,positive
very low cost prices,positive
apatnapung taon na akong umaasa sa kanila dahil ang kanilang serbisyo,neutral
sobrang dumi ng kulungan,negative
i am on a fixed budget so this was financially challenging,neutral
compassionate doctor,positive
may kahirapan sa pagbook,neutral
gentle doctor,positive
medyo pinagaan ng doktor ang kalagayan ng aking aso,neutral
thorough doctor,positive
knowledgeable doctor,positive
hindi worth it ang presyo dahil sobrang mahal,negative
loving staffs,positive
skilled staffs,positive
attentive staffs,positive
patient staff,positive
empathetic doctor,positive
hindi masusi ang pagtingin ng doktor sa aking alaga,negative
kind doctor,positive
sobrang bait ng kanilang doktor,positive
the quality of care is good,neutral
my pet recovered,neutral
very experienced staffs,positive
trustworthy doctor,positive
the doctor is professional and attentive,neutral
the doctors were professional and considerate,neutral
the knowledge of the doctor is disappointing,negative
dependable doctor,positive
ang mga tauhan ay may sapat na kaalaman,neutral
exceptional staffs,positive
reassuring staffs,positive
spotless environment,positive
the doctors are good,neutral
napakapambihira ng kanilang doctor,positive
the staff are decent,neutral
lahat ay tama lang,neutral
napaka mapagkakatiwalaan ang kanilang mga tauhan,positive
sanitized clinic,positive
sanitized equipment,neutral
very immaculate clinic,positive
safe clinic,positive
they disinfected everything,positive
very tidy environment,positive
the staff was very good,positive
extremely sterile environment,positive
trinato nila sa mga customer,neutral
i couldnt leave a note during the booking process which is not good,negative
i love how tidy the environment,positive
pakiramdam ko ay nasa maaasahang mga kamay ang alaga ko,neutral
the staff is so skilled,positive
ang mga tauhan ay talagang napaka sanay,positive
the staff assist customers as needed,neutral
may kataasan ang presyo,neutral
they are a group of a very intelligent person,positive
the staff is very courteous and kind,positive
everyone was very kind,positive
so far so good everyone was very kind,positive
they are very nice,positive
very nice doctors,positive
lahat doon ay maingat sa pag aalaga,neutral
maayos ang serbisyo,neutral
napakamabait at may kakayahang staff,neutral
everyone the facility was super nice,positive
the service is very satisfactory,positive
the prices are very high,negative
very unclean environment,negative
everyone was very caring,positive
I received a prompt appointment,neutral
very kind and knowledgeable person,positive
i love how kind the doctor,positive
i am so grateful to the kind doctor,positive
the booking process lacks some features such as the ability to cancel appointment requests,neutral
the staff is very warm on our pets,positive
everyone here was very supportive and understanding,neutral
lahat ay ginagawa ang kanilang trabaho,positive
very caring and proactive doctor,positive
everyone here felt our pain and was very understanding which i loved,positive
ang reception ay tumutugon sa mga pangangailangan ng customer,neutral
excellent service as it is prompt,positive
our appointment got delayed and we had to wait forever which is ridiculous,negative
maraming problema sa pag book,neutral
halos lahat ng ginagawa nila may dagdag bayad,negative
trinato ang aso ko na parang basura at pinabayaan lang,negative
very nice and knowledgeable staff,positive
ang mga tauhan ay talagang maraming kaalaman,positive
maayos ang serbisyo,neutral
everyone at ocvh in lakewood is friendly and helpful,neutral
mapagmalasakit ang kanilang doktor,positive
their doctors are really great,positive
very caring and efficient staff,positive
the doctor did a thorough job in reviewing the findings,neutral
the place was clean,neutral
excellent service was provided to us,positive
helpful and very reliable doctors,positive
napaka maasahan ang mga tauhan nila,positive
very caring doctors,positive
very knowledgeable doctors,positive
ocvh was very understanding,positive
very friendly doctors,positive
the staff and doctor take good care with my dog,neutral
they are helpful and take the time to address our questions,neutral
lahat sila ay napaka matulungin,positive
the doctor is a very excellent veterinarian,positive
their group is very awesome,positive
very friendly and approachable doctor,positive
hindi maayos ang check up kaya nakakagalit,negative
he is very knowledgeable and approachable,positive
doctors and staff are always very helpful to us,positive
nakahanap kami ng ibang option na mas mura,neutral
the vet had a good report with my dogs and took his time examining them,neutral
everyone was very good at what they are doing,positive
the doctor is very professional,positive
sila ay maayos at maingat sa pag aalaga ng aking aso,neutral
hindi kayang abutin ang presyo para gawing buwan buwan sa sobrang mahal,negative
ocvh was so reliable,positive
everyone at the facility was super reliable,positive
sobrang mahal kala mo ginto ang binebenta,negative
their doctors are very skilled,positive
the staff is very thorough and knowledgeable,positive
the doctors give attention to your pet,neutral
everyone at the facility was super skilled,positive
this place is absolutely disgusting,negative
the doctors and staff are always kind,positive
masasabi nating ang mga tauhan ay magagaling,positive
nagbibigay sila ng atensyon sa iyong alaga,neutral
the clinic could improve its scheduling system,neutral
hindi propesyunal ang mga tauhan dito,negative
their doctor is very attentive to what is happening,positive
very attentive staffs,positive
extremely attentive and thorough staff,positive
ang mga tauhan ay nagbibigay ng serbisyo,neutral
mukhang napilitan lang magtrabaho ang mga tauhan kaya nakakainis magpagamot dito,negative
ang mga tauhan ay tumanggap ng customer,neutral
the staff are available to help customers,neutral
the staff provides care as necessary,neutral
everyone at the facility was super professional and thorough,positive
their doctors are really passionate,positive
the doctor is not confident on their work which is stressful,negative
i spent some time waiting,neutral
the staff and physicians are very caring and welcoming,positive
sobrang bagal ng booking process kaya hindi katanggap tanggap,negative
very caring and kind,positive
the staff performs their role,neutral
nakakatuwa na gusto talaga nilang mapabuti ang iyong alaga,positive
they provided care to my pet,neutral
their doctors did their very best,positive
everyone was doing their best,positive
very professional doctors,positive
i did not like having to pay a premium for emergency service,negative
everyone at the clinic was excellent,positive
very thorough people,positive
hindi hands on ang vet,negative
everyone i encountered does their job,neutral
they have consistently met expectations,neutral
i have found them to be reliable and honest,neutral
ang staff ay pabaya at hindi man lang kami inintindi,negative
ginagawa nila ang kanilang mga responsibilidad,neutral
matagal ang aking paghihintay,neutral
the vet provided care for my lovebird,neutral
the system has a complex interface,neutral
they made me feel comfortable,positive
i was contented with the vet who took care of my lovebird,positive
the booking system lacks clear instructions,neutral
the doctor is very honest,positive
the doctor is really genius,positive
the staff was very nice and knowledgeable,positive
the doctor is really honest and caring,positive
the staff is very compassionate and helpful,positive
the doctor is very helpful and compassionate,positive
the staff is very kind,positive
very kind and knowledge people,positive
i have to wait for a very long time which is not good,negative
very warm and welcoming people,positive
the staff did a wonderful job,positive
ang mga doktor at kawani ay may kaalaman,neutral
very caring people,positive
the veterinarians does a wonderful job,positive
madalas wala ang doctor at hindi ito maganda,negative
ang tauhan ay kahanga hanga,positive
hindi user friendly ang pag book online at nakakaasar lang,negative
i love how caring the staffs,positive
everyone at the facility was very kind and welcoming,positive
the clinic smelled like rotten food which is nauseating,negative
the clinic smells so fresh,positive
napaka bango sa kanilang clinic,positive
their clinic smells so good,positive
the doctors really knows a lot which is really great,positive
everyone at this clinic is trustworthy,positive
everyone provided good care to my two kittens,positive
there was a noticeable odor in the clinic,neutral
the staff answers your questions,neutral
everyone was very thorough on their job,positive
im very disappointed with how long they made me wait for my babys checkup,negative
the staff is very thorough on their job,positive
the staff was very knowledgeable and thorough,positive
everyone at the facility was very thorough,positive
maaring mairekomenda ang klinika na ito,neutral
they provide care for my dog,neutral
their group was really thorough and honest,positive
i love the service here,positive
they refused to provide a detailed breakdown of the overpriced cost,negative
their group is really great,positive
the staff was very understanding,positive
napakabaho ng lugar,negative
the staff are respectful,positive
hindi customer friendly ang presyo nila sa sobrang mahal,negative
the service is terrific as they are organized,positive
ang kapaligiran ay maayos,neutral
the facility warmly welcomes you,positive
everyone was really efficient since they are knowledgeable,positive
they are so friendly,positive
they care for animals,neutral
they love animals,positive
the staff really loves animals,positive
the staff are very proactive which i really like,positive
maganda ang serbisyo dahil may malasakit ang tauhan,positive
the staff is very responsive to my questions,positive
parang hindi updated ang vet sa treatment kaya magulo,negative
the staff are extremely reliable,positive
the staff respond to customer concerns,neutral
ang presyo ay ayon sa pamantayan,neutral
the staff show empathy,positive
the knowledge of the doctor is very timely,positive
their service is excellent,positive
everyone is very thorough,positive
maayos ang pasilidad,neutral
their staffs are so friendly,positive
the service is terrific and very competitive,positive
the staff are very efficient,positive
the doctor is very nice,positive
the doctor is so helpful,positive
ocvh was so respectful,positive
everyone at the facility was so caring,positive
they are so respectful,positive
napaka marespeto ng kanilang doktor,positive
i am grateful to the kind doctors,positive
very helpful and knowledgeable people,positive
they really respect their customer,positive
my kittens condition changed after the visit,neutral
lahat ay sobrang bait kaya nakakatuwa,positive
the booking systems user interface is complex,neutral
the staff are very welcoming,positive
i paid a huge amount but did not feel like I got value for my money which is disappointing,negative
parang walang puso sa trabaho kaya di nakakatuwa,negative
there were water stains and mold on the ceiling which is disgusting,negative
parang walang alam ang mga tauhan kaya nakakabahala,negative
they are the worst clinic,negative
the clinic is very spotless,positive
napakapangit ng serbisyo,negative
napakamahal ang lahat,negative
very kind and welcoming people,positive
their service is really good,positive
i am not happy at all my bunny didnt even get blood test done which led to her death,negative
the staff is very knowledgeable,positive
ang laki nila maningil,negative
the staff are slow,negative
the staff are very patient focused,positive
the doctors are welcoming,positive
everyone was very efficient,positive
the staff is friendly,neutral
they are the greatest pet care organization,positive
the staff is very prompt,positive
the staff provides care,neutral
the staffs are not friendly,negative
hindi marunong ang staff,negative
and staff are reputable,positive
she attends to my dogs needs,neutral
the veterinarians did not clearly explained what is happening,negative
the doctor is very caring,positive
mapag alaga ang kanilang doktor,positive
everyone at the facility was super professional,positive
everyone there was very professional,positive
i love how they provide service to their client,positive
gumaling ang aking alaga pagtapos ko dalhin dito,positive
their people are very knowledgeable,positive
they are group of intelligent individuals,positive
may sapat na kaalaman ang mga tauhan,neutral
doctors and staff are always supportive,positive
ang mga doktor ay may kakayahan,neutral
their environment is really clean,positive
they are awesome,positive
their staffs are talented,positive
clean equipment,neutral
quite expensive,negative
i will be using them as my veterinary,neutral
i would love to come back here again,positive
they provided a perfect care to my pet,positive
the grooming was done perfectly on my pet,positive
they are so nice to my pet,positive
they handled my pet nicely,positive
ito ay isang maayos na pasilidad,neutral
i love how they regularly clean their environment,positive
everyone at the facility was so gentle on my pet,positive
maayos ang kanilang pasilidad,neutral
sobrang tagal ng service,negative
our dog loves him,positive
the staff is nice,positive
short waiting time,neutral
our dog interacts well with him,neutral
very warm and welcoming staff,positive
he handles our dog effectively,neutral
everyone was extremely passionate about their work,positive
the staff are unprofessional,negative
the doctor addressed all my questions,neutral
mahal ng lahat ang kanilang trabaho,positive
napaka mapagunawain ang mga tauhan,positive
i bring my cat here for care,neutral
i am so grateful to all of them,positive
parang ginagatasan lang kami sa sobrang mahal,negative
they always do their very best to satisfy you,positive
they are very sincere on doing their work,positive
their staffs are so kind,positive
their doctors are so kind,positive
ang doktor ay kalmado lamang,neutral
lahat ay sobrang mapag aruga sa mga alaga,positive
kadalasan ay may problema sa pagbook,neutral
gumaling ang aking alaga nang sinunod ko ang mga payo ng doktor,neutral
the service is terrific as they are very welcoming,positive
ang doktor ay nagsisimula pa lamang sa kanyang karera,neutral
we waited for so long before we could get into the doctors room,negative
they are extremely welcoming to their customers,positive
hindi palabati ang mga tauhan,negative
they are so competent,positive
very competitive staffs,positive
they always sanitize their equipments after use,positive
i love the smell of their clinic,positive
the staff has a rough behavior towards us,negative
the grooming went well,positive
their services is really so affordable,positive
their services is affordable,positive
extremely affordable services,positive
the doctor is so compassionate,positive
the cost of their services aligns with market standards,neutral
their services are priced reasonably,neutral
magaling sa kanyang larangan ang doktor,positive
their doctors are really experienced,positive
ang mga tauhan ay talagang subok na ng panahon,positive
care was provided during the interaction,neutral
napaka maagap ng kanilang doktor,positive
i love the insights of the doctor,positive
the staff provide support to customers,neutral
their doctors are insightful,positive
the cost of boarding my pet was so high I could not afford it,negative
napakagaling mag alaga ng kanilang tauhan,positive
napakaganda ng pagkakaayos ng kanilang tauhan sa aking alaga,positive
they groomed my pet properly which made me happy,positive
nagustuhan ko ang kinalabasan ng pagayos sa aking alaga,positive
this clinic has very poor time management we waited for almost an hour,negative
the clinic has a great time management which is why there is little to no wait time,positive
siya ay may sapat na kaalaman,neutral
the staff was good,positive
ang beterinaryo ay nagbibigay oras sa iyong alaga,neutral
i love how they manage their time,positive
they are very good at managing their workloads,positive
they work efficiently which is really great,positive
i love how compassionate their doctors,positive
gusto ni layla si dr danowitz namimiss niya si dr falk pero okay lang siya sa pagaadjust,negative
they groomed my pet according to procedure,neutral
the booking system crashed midway through,negative
i love the tidyness on their place,positive
everyone was really cleaning their place which is good,positive
nakakatuwa dahil palagi silang naglilinis ng kapaligiran,positive
